                                     | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7     | Core 8     | Core 9     | Core 10    | Core 11    | Core 12    | Core 13    | Core 14    | Core 15    | Core 16    | Core 17    | Core 18    | Core 19    | Core 20    | Core 21    | Core 22    | Core 23    | Core 24    | Core 25    | Core 26    | Core 27    | Core 28    | Core 29    | Core 30    | Core 31    | Core 32    | Core 33    | Core 34    | Core 35    | Core 36    | Core 37    | Core 38    | Core 39    | Core 40    | Core 41    | Core 42    | Core 43    | Core 44    | Core 45    | Core 46    | Core 47    | Core 48    | Core 49    | Core 50    | Core 51    | Core 52    | Core 53    | Core 54    | Core 55    | Core 56    | Core 57    | Core 58    | Core 59    | Core 60    | Core 61    | Core 62    | Core 63   
  Instructions                       |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   49821874 |          0 |          0 |   90706930 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |   90732206 |          0 |          0 |   90730442 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  Cycles                             |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800 |   95926800
  IPC                                |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.52 |       0.00 |       0.00 |       0.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.95 |       0.00 |       0.00 |       0.95 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  Time (ns)                          |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700
  Idle time (ns)                     |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   15867526 |   23981700 |   23981700 |    8297277 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |    8510340 |   23981700 |   23981700 |    8473018 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700 |   23981700
  Idle time (%)                      |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      66.2% |     100.0% |     100.0% |      34.6% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |      35.5% |     100.0% |     100.0% |      35.3% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0% |     100.0%
Branch predictor stats               |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |            |           
  num correct                        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    8250222 |          0 |          0 |    5191257 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |    5202551 |          0 |          0 |    5196120 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num incorrect                      |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     534030 |          0 |          0 |     133208 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |     122729 |          0 |          0 |     128132 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  misprediction rate                 |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      6.08% |      0.00% |      0.00% |      2.50% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      2.30% |      0.00% |      0.00% |      2.41% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
